id,transaction_id,timestamp,amount,merchant_category,location,fraud_probability,prediction,risk_level,processing_time_ms,model_used
1,eee4d5fe-d5d3-46c0-87cc-4cbee5ae6fe3,2026-03-12T03:59:45.883681,75.92,gas,New York/USA,0.03,0,LOW,128.96,AutoML
2,b59ffae7-df16-4632-b7dd-1081d37dcb39,2026-03-12T03:59:48.015710,45.59,luxury,Berlin/Germany,0.03,0,LOW,89.87,AutoML
3,d86ff4d2-8f26-4b74-b519-93744394bd70,2026-03-12T03:59:50.108456,158.9,grocery,Berlin/Germany,0.08,0,LOW,100.96,AutoML
4,b8fde574-a8fd-45f5-9527-f1a15cb57022,2026-03-12T03:59:52.213393,218.02,luxury,Toronto/Canada,0.05,0,LOW,116.87,AutoML
5,c7537919-2b75-47c3-b0bf-f815f21057c3,2026-03-12T03:59:54.334282,134.28,luxury,New York/USA,0.07,0,LOW,103.2,AutoML
6,fcd9391a-b4e3-4497-8c08-4082c251ac11,2026-03-12T03:59:56.442238,226.8,grocery,Berlin/Germany,0.06,0,LOW,103.89,AutoML
7,8f8b0438-ee3c-4792-be5e-06be349abf90,2026-03-12T03:59:58.550231,158.56,restaurant,Toronto/Canada,0.06,0,LOW,89.84,AutoML
8,56cb412f-fa43-4a44-9cfb-524d2b119bf4,2026-03-12T04:00:00.642505,268.94,electronics,London/UK,0.17,0,LOW,119.31,AutoML
9,b98a44a4-55be-4387-83b9-16ee45ddfa0a,2026-03-12T04:00:02.765492,88.11,travel,Sydney/Australia,0.05,0,LOW,95.35,AutoML
10,c5994c6c-335c-4355-9a79-a5e58fd49536,2026-03-12T04:00:04.864593,176.68,grocery,London/UK,0.07,0,LOW,96.56,AutoML
11,be445ea9-74aa-480c-8d7d-017ce5f4cb01,2026-03-12T04:00:06.965399,248.97,online,New York/USA,0.11,0,LOW,95.55,AutoML
12,430ff878-d9ac-4867-82c1-cbdeb27c3f74,2026-03-12T04:00:09.062609,224.15,online,Berlin/Germany,0.08,0,LOW,86.53,AutoML
13,44fbd78b-a10f-42e8-a0d2-9fab9cc025c6,2026-03-12T04:00:11.152759,47.28,electronics,New York/USA,0.04,0,LOW,96.27,AutoML
14,30bf23fa-d011-4af4-8b52-874562c3f6da,2026-03-12T04:00:13.254794,43.57,electronics,Sydney/Australia,0.06,0,LOW,93.55,AutoML
15,d7389327-2f89-42bc-93a6-f49c6f3dda87,2026-03-12T04:00:15.350913,130.92,gas,New York/USA,0.05,0,LOW,92.84,AutoML
16,e8647c56-1ff4-45d6-8911-8c988e078d2c,2026-03-12T04:00:17.448023,49.5,restaurant,Toronto/Canada,0.03,0,LOW,96.59,AutoML
17,fd13eb03-2520-4d5e-a224-22c923578bbb,2026-03-12T04:00:19.548514,58.89,grocery,Sydney/Australia,0.03,0,LOW,107.72,AutoML
18,8b80c687-f55b-4d01-892d-fc41a522208e,2026-03-12T04:00:21.660117,192.06,electronics,Berlin/Germany,0.11,0,LOW,97.55,AutoML
19,3494a890-27e5-4303-8faf-1c10e831b852,2026-03-12T04:00:23.759617,212.1,travel,Toronto/Canada,0.05,0,LOW,107.42,AutoML
20,00b68349-3a89-4b8a-9240-0456bb31fcc2,2026-03-12T04:00:25.869044,210.75,travel,London/UK,0.11,0,LOW,101.71,AutoML
21,1950de8f-1904-4716-b906-b028728772fc,2026-03-12T04:00:27.975108,163.08,online,London/UK,0.04,0,LOW,89.34,AutoML
22,a5b36841-ee0a-4ed9-a0b0-a41b975290b2,2026-03-12T04:00:30.068137,267.86,gas,London/UK,0.05,0,LOW,94.97,AutoML
23,34c03e42-1298-4c06-9e32-76bbc87519d5,2026-03-12T04:00:32.166135,224.81,grocery,Sydney/Australia,0.04,0,LOW,95.28,AutoML
24,be80a8fe-718c-4caf-9650-ceea5c739d1d,2026-03-12T04:00:34.265337,175.47,restaurant,Berlin/Germany,0.09,0,LOW,100.04,AutoML
25,fdfab440-e170-45f4-b111-0bbad5c1c627,2026-03-12T04:00:36.369133,219.98,luxury,New York/USA,0.07,0,LOW,92.99,AutoML
26,0078e51f-effa-4a65-834a-7bafc42d190f,2026-03-12T04:00:38.466277,191.75,pharmacy,Berlin/Germany,0.1,0,LOW,107.64,AutoML
27,852ea360-8e84-4c41-a499-bf3b133ac0f4,2026-03-12T04:00:40.577843,245.12,online,Sydney/Australia,0.09,0,LOW,95.13,AutoML
28,0cc68b5e-143d-4162-a5fb-82c5395e7423,2026-03-12T04:00:42.676900,44.64,pharmacy,Sydney/Australia,0.06,0,LOW,101.75,AutoML
29,eadeef03-087e-4ba1-a94e-898110f060a4,2026-03-12T04:00:44.782351,54.31,gas,Toronto/Canada,0.03,0,LOW,113.37,AutoML
30,6e29d189-5acb-48c7-bfc8-44ffb62e377e,2026-03-12T04:00:46.897723,57.61,luxury,Berlin/Germany,0.01,0,LOW,96.37,AutoML
31,8a3d7c5c-f109-4970-b22b-c02a21b615b5,2026-03-12T04:00:48.998049,296.41,pharmacy,New York/USA,0.15,0,LOW,76.4,AutoML
32,504e724c-96c1-40cc-a143-731529d6b706,2026-03-12T04:00:51.077389,95.88,restaurant,Berlin/Germany,0.07,0,LOW,96.0,AutoML
33,9026cc72-0635-4690-871b-08e8a5178ebf,2026-03-12T04:00:53.177378,63.3,restaurant,Berlin/Germany,0.03,0,LOW,92.81,AutoML
34,9eb7ed4e-977e-4107-bd09-56c7870865dc,2026-03-12T04:00:55.273619,194.91,pharmacy,Toronto/Canada,0.07,0,LOW,75.8,AutoML
35,8157e1ff-ec4d-4bff-b6ad-38a223f76dcf,2026-03-12T04:00:57.353086,115.94,electronics,New York/USA,0.05,0,LOW,104.08,AutoML
36,4c99ca7c-9a66-4fad-a448-e154fab56890,2026-03-12T04:00:59.461387,248.65,pharmacy,London/UK,0.1,0,LOW,104.73,AutoML
37,73d52ef6-59f3-42ab-8220-1dc01ba29a5c,2026-03-12T04:01:01.568335,60.0,online,Sydney/Australia,0.02,0,LOW,92.67,AutoML
38,dbf7f43a-cc85-4412-af7c-e3d079f6fec0,2026-03-12T04:01:03.664408,41.97,electronics,New York/USA,0.02,0,LOW,93.08,AutoML
39,50bb7427-cf33-42f8-8069-2c1e8cb9d527,2026-03-12T04:01:05.761475,63.73,luxury,Sydney/Australia,0.04,0,LOW,95.81,AutoML
40,df21edb6-7266-45e6-b5bd-15c916e1fff1,2026-03-12T04:01:07.861217,131.12,gas,Berlin/Germany,0.03,0,LOW,102.46,AutoML
41,ea33daa0-6d8e-481d-92f2-4f768ce394f2,2026-03-12T04:01:09.967933,132.14,online,New York/USA,0.07,0,LOW,89.01,AutoML
42,53220058-f2ed-47ac-a9e2-04cdaef13adc,2026-03-12T04:01:12.060297,264.89,gas,Toronto/Canada,0.09,0,LOW,105.75,AutoML
43,b9ecedfe-b35c-43d2-903d-b031e80a4c75,2026-03-12T04:01:14.168136,120.74,luxury,London/UK,0.09,0,LOW,92.76,AutoML
44,9df873c4-5c9b-40a6-b9a2-8e1517819b56,2026-03-12T04:01:16.264364,54.8,online,London/UK,0.05,0,LOW,93.88,AutoML
45,bee1863a-7b5c-42bb-8f02-a28691d7cb51,2026-03-12T04:01:18.360323,296.96,grocery,Berlin/Germany,0.17,0,LOW,94.5,AutoML
46,cf91c376-825c-4986-b0cf-c44d8146332e,2026-03-12T04:01:20.459205,225.53,grocery,Toronto/Canada,0.06,0,LOW,100.88,AutoML
47,ab77ee1c-7e7b-4142-a472-f707f3cf4e98,2026-03-12T04:01:22.563913,8.09,online,Berlin/Germany,0.01,0,LOW,113.1,AutoML
48,4c8947b1-bb60-45bd-9ae4-76c70487b4ef,2026-03-12T04:01:24.681013,97.71,gas,Berlin/Germany,0.03,0,LOW,100.84,AutoML
49,96b59489-3120-49c9-95c1-842bcccd69a5,2026-03-12T04:01:26.785696,87.4,travel,Toronto/Canada,0.03,0,LOW,108.87,AutoML
50,8894e74e-bd3f-4e6c-8fb5-bf46e865619f,2026-03-12T04:01:28.898438,1854.89,pharmacy,Kiev/Ukraine,0.69,1,MEDIUM,91.21,AutoML
51,2268d0e5-69c4-493a-8348-7846df9ab4a3,2026-03-12T04:01:30.993957,14.75,grocery,Sydney/Australia,0.03,0,LOW,89.15,AutoML
52,eef31f60-f78b-44ea-ab83-7efa3cf6a9ee,2026-03-12T04:01:33.086896,162.37,electronics,Berlin/Germany,0.04,0,LOW,108.98,AutoML
53,25ede016-cc14-4443-9951-45699c2b20b9,2026-03-12T04:01:35.199717,234.56,online,Sydney/Australia,0.08,0,LOW,98.1,AutoML
54,e2ac8286-1530-4861-bdf7-f392f594cc0f,2026-03-12T04:01:37.301689,37.86,luxury,Berlin/Germany,0.02,0,LOW,92.2,AutoML
55,1daf698a-e3d7-4370-8c31-2b0ed91c0f11,2026-03-12T04:01:39.397727,105.39,online,London/UK,0.03,0,LOW,96.73,AutoML
56,e0705d6e-5357-490a-804a-54b9150eba6a,2026-03-12T04:01:41.498432,60.35,pharmacy,Berlin/Germany,0.02,0,LOW,75.86,AutoML
57,06f3588e-12d2-4186-b87b-f6f69f25cc7b,2026-03-12T04:01:43.578010,227.0,restaurant,Sydney/Australia,0.1,0,LOW,99.8,AutoML
58,d04adf32-e234-48ac-a465-e52aaff38a65,2026-03-12T04:01:45.681665,12.77,grocery,Berlin/Germany,0.04,0,LOW,93.42,AutoML
59,7ecc9f92-c32e-4931-906f-645f72a3f080,2026-03-12T04:01:47.778828,135.18,travel,Berlin/Germany,0.04,0,LOW,100.02,AutoML
60,5443dd46-6105-437e-bfe9-8aacf0f54ab1,2026-03-12T04:01:49.882638,60.95,pharmacy,Berlin/Germany,0.02,0,LOW,94.61,AutoML
61,416c1f00-cb0e-462c-8eb1-21ee1c1f6cc6,2026-03-12T04:01:51.981490,186.38,travel,Berlin/Germany,0.07,0,LOW,93.88,AutoML
62,ef576d57-2b36-4420-89b8-27d700231c61,2026-03-12T04:01:54.078985,272.79,luxury,Berlin/Germany,0.16,0,LOW,80.2,AutoML
63,e0f8a50a-67dd-4c06-ba4a-90adecaa2e48,2026-03-12T04:01:56.162502,35.06,grocery,Toronto/Canada,0.04,0,LOW,80.08,AutoML
64,a5f5db47-b7bc-4be6-882d-2646be477059,2026-03-12T04:01:58.246385,189.92,gas,Berlin/Germany,0.06,0,LOW,103.72,AutoML
65,3233eae2-6b87-4a44-a8cb-88c5968b057b,2026-03-12T04:02:00.354114,233.04,luxury,Sydney/Australia,0.09,0,LOW,94.78,AutoML
66,f7aaf387-f1fb-47cb-b36e-1541cbe0d9a7,2026-03-12T04:02:02.453240,222.37,online,London/UK,0.06,0,LOW,110.86,AutoML
67,e814182c-9796-4055-b592-d190b2d859ea,2026-03-12T04:02:04.566854,209.51,pharmacy,London/UK,0.08,0,LOW,95.15,AutoML
68,9b33a414-41dc-4f0f-a0f4-fc027618635d,2026-03-12T04:02:06.664201,96.68,online,Berlin/Germany,0.03,0,LOW,102.1,AutoML
69,06e4c7ac-5fc3-4d14-a0c5-3c1b29067889,2026-03-12T04:02:08.769687,75.96,electronics,Sydney/Australia,0.06,0,LOW,97.2,AutoML
70,01877093-afe1-41c3-8bb3-8f4f86db96c7,2026-03-12T04:02:10.870646,33.13,luxury,Sydney/Australia,0.04,0,LOW,88.55,AutoML
71,5b538a78-283e-4ccc-8f61-797565191291,2026-03-12T04:02:12.961772,140.08,gas,Berlin/Germany,0.05,0,LOW,99.17,AutoML
72,15560a46-7acd-4bb2-b339-8c9d1991fcb1,2026-03-12T04:02:15.064601,149.43,pharmacy,Sydney/Australia,0.03,0,LOW,99.38,AutoML
73,5ba786c4-6331-4d07-bc53-cabaa7d3c4c0,2026-03-12T04:02:17.167938,157.27,grocery,New York/USA,0.03,0,LOW,94.36,AutoML
74,c28839ff-1120-450e-83aa-0f1381287f43,2026-03-12T04:02:19.264613,56.99,pharmacy,Berlin/Germany,0.02,0,LOW,96.57,AutoML
75,c01e1d82-0b58-442a-9fa6-450e9679b161,2026-03-12T04:02:21.364745,271.04,travel,Berlin/Germany,0.08,0,LOW,90.19,AutoML
76,909ca334-6a7f-48c8-bfb5-4ada5af7f13c,2026-03-12T04:02:23.458929,28.4,pharmacy,Sydney/Australia,0.03,0,LOW,93.8,AutoML
77,1c0db90c-51fa-41c6-a7db-b9c5bd58e507,2026-03-12T04:02:25.554826,219.05,gas,New York/USA,0.1,0,LOW,96.9,AutoML
78,f98c2a57-4dd4-4faa-bb5b-fa29acd4714f,2026-03-12T04:02:27.655648,296.36,pharmacy,London/UK,0.1,0,LOW,92.8,AutoML
79,2cc689b4-8397-4399-9352-c29486be9068,2026-03-12T04:02:29.752076,37.93,travel,New York/USA,0.07,0,LOW,77.24,AutoML
80,de6d9f37-78d8-4fc0-abb3-e23f95d59a32,2026-03-12T04:02:31.833065,196.64,pharmacy,New York/USA,0.02,0,LOW,97.6,AutoML
81,df3f6180-4867-434a-8e7a-f58a62d924cd,2026-03-12T04:02:33.935115,131.3,restaurant,Toronto/Canada,0.02,0,LOW,91.79,AutoML
82,31313911-2351-40b3-a1e6-ca4707d5b0de,2026-03-12T04:02:36.030987,44.07,luxury,Berlin/Germany,0.01,0,LOW,98.29,AutoML
83,6c76a7e7-6f24-4a1d-bb53-60db013b4ffa,2026-03-12T04:02:38.133289,180.04,restaurant,London/UK,0.07,0,LOW,94.71,AutoML
84,3e223962-8986-4b43-91ce-e6aa1f948b09,2026-03-12T04:02:40.231857,99.42,gas,Toronto/Canada,0.05,0,LOW,103.6,AutoML
85,b251c204-4bfb-43a1-8e96-d2af4550d2e6,2026-03-12T04:02:42.337901,167.35,luxury,Sydney/Australia,0.07,0,LOW,81.64,AutoML
86,b05158ed-5942-40b5-9db9-55a716927581,2026-03-12T04:02:44.423120,5.79,restaurant,Berlin/Germany,0.02,0,LOW,88.04,AutoML
87,6935ed66-e170-48a8-8330-eefb48370bbd,2026-03-12T04:02:46.513759,170.01,travel,Toronto/Canada,0.06,0,LOW,89.23,AutoML
88,3b1874a0-6abf-49f4-8245-6bbd68b19187,2026-03-12T04:02:48.606504,24.27,travel,Berlin/Germany,0.05,0,LOW,93.85,AutoML
89,67cbb97a-eb7c-4f2c-b2eb-2ed49809a253,2026-03-12T04:02:50.704030,248.0,restaurant,London/UK,0.1,0,LOW,87.64,AutoML
90,d12fd149-d972-46d6-a983-a798a7f65c33,2026-03-12T04:02:52.794964,147.35,online,Berlin/Germany,0.06,0,LOW,104.8,AutoML
91,4220143c-2f1d-4ca3-803a-6980ce0a6793,2026-03-12T04:02:54.904078,79.62,pharmacy,Toronto/Canada,0.02,0,LOW,98.25,AutoML
92,d0dd2fac-9ec5-457b-ba69-947a34e5b408,2026-03-12T04:02:57.006048,137.95,restaurant,Berlin/Germany,0.04,0,LOW,78.88,AutoML
93,775b3bd1-f17b-48c2-a620-6173d5c6456e,2026-03-12T04:02:59.088167,298.29,online,New York/USA,0.15,0,LOW,85.51,AutoML
94,abfc7110-7ce4-4c54-a532-57ea22e21a31,2026-03-12T04:03:01.177619,96.44,pharmacy,Toronto/Canada,0.05,0,LOW,98.04,AutoML
95,9aba7ba8-e52b-4a40-978e-2a9e3091b647,2026-03-12T04:03:03.279679,271.06,electronics,Toronto/Canada,0.12,0,LOW,89.79,AutoML
96,ad794c45-7cc7-475d-b9d5-b2058b1c2c7e,2026-03-12T04:03:05.372248,176.32,grocery,New York/USA,0.07,0,LOW,85.77,AutoML
97,d118416b-6cc1-4b28-9a86-a14517234de0,2026-03-12T04:03:07.461926,157.47,travel,Sydney/Australia,0.03,0,LOW,101.9,AutoML
98,ce49b22b-2875-422b-819a-cec7798e798f,2026-03-12T04:03:09.567796,284.73,grocery,New York/USA,0.07,0,LOW,94.34,AutoML
99,e7ded79a-a813-46ae-9365-f8d52310e0eb,2026-03-12T04:03:11.666115,55.84,gas,Sydney/Australia,0.02,0,LOW,102.13,AutoML
100,139d13ce-d9ce-4958-8a58-2f1c0b38e56c,2026-03-12T04:03:13.772198,5088.1,luxury,Unknown/VPN,0.85,1,HIGH,89.68,AutoML
101,c1548043-3ea5-448d-b291-2f611e851b02,2026-03-12T04:03:15.865030,82.23,luxury,Sydney/Australia,0.03,0,LOW,93.86,AutoML
102,3d8779ac-4eb0-441a-837b-9fbf6453b538,2026-03-12T04:03:17.961316,191.74,electronics,New York/USA,0.11,0,LOW,102.67,AutoML
103,0251631f-0815-4eca-bdb2-73309ea80459,2026-03-12T04:03:20.066952,231.24,electronics,Sydney/Australia,0.08,0,LOW,108.73,AutoML
104,457f0aaa-92f7-44cf-ab20-5faa7b899124,2026-03-12T04:03:22.179519,1693.36,online,Multiple/Locations,0.63,1,MEDIUM,90.88,AutoML
105,89ce4d4c-586d-4935-8487-dcd187bac474,2026-03-12T04:03:24.272972,188.17,travel,New York/USA,0.11,0,LOW,85.69,AutoML
106,17d6a34f-5dbf-4669-af71-9515db2a01b5,2026-03-12T04:03:26.361339,77.35,online,New York/USA,0.03,0,LOW,103.44,AutoML
107,5435b86f-7374-43ac-988e-1fb97dbadbd6,2026-03-12T04:03:28.467124,166.66,online,Toronto/Canada,0.07,0,LOW,106.84,AutoML
108,318f14dd-f817-4959-9aa9-9fd3d6f7cf1c,2026-03-12T04:03:30.577893,44.03,pharmacy,Toronto/Canada,0.04,0,LOW,93.93,AutoML
109,b2a0630d-eefd-4da5-acd8-e313df746da8,2026-03-12T04:03:32.676253,220.5,travel,Sydney/Australia,0.11,0,LOW,95.33,AutoML
110,63d846d8-77af-41d7-b664-75c5baf0163f,2026-03-12T04:03:34.773633,29.97,restaurant,New York/USA,0.04,0,LOW,94.15,AutoML
111,4d48df96-5a4a-496d-95b4-b009348cb83b,2026-03-12T04:03:36.870118,299.05,online,Sydney/Australia,0.09,0,LOW,102.52,AutoML
112,55fbb59c-d965-4b37-89fb-bd6e018b3296,2026-03-12T04:03:38.976438,280.15,grocery,New York/USA,0.06,0,LOW,90.64,AutoML
113,63835c01-8fd4-420b-bd52-79f51fabc72d,2026-03-12T04:03:41.069194,193.51,pharmacy,New York/USA,0.08,0,LOW,99.62,AutoML
114,b1e35706-4f56-4e77-8633-975aaa5ed227,2026-03-12T04:03:43.172409,2732.64,grocery,Lagos/Nigeria,0.67,1,MEDIUM,93.89,AutoML
115,de85b685-3fc6-4a5a-8407-4f06d5222880,2026-03-12T04:03:45.270265,211.44,luxury,Toronto/Canada,0.03,0,LOW,89.0,AutoML
116,442650d3-4c0c-4b42-ab6d-7ec2f265a26e,2026-03-12T04:03:47.363793,290.72,online,New York/USA,0.12,0,LOW,98.39,AutoML
117,e62c06a2-2ee1-4030-b708-7e8e7679d880,2026-03-12T04:03:49.466154,216.34,travel,New York/USA,0.08,0,LOW,91.88,AutoML
118,610ce9b0-f009-4039-98c1-2f338fd162f4,2026-03-12T04:03:51.560247,287.53,online,London/UK,0.13,0,LOW,92.75,AutoML
119,7a5d7af7-4568-453e-b093-43bd34dc9d5a,2026-03-12T04:03:53.657079,52.2,restaurant,Sydney/Australia,0.04,0,LOW,92.1,AutoML
120,303c77f6-e458-4254-b670-8a7896e0cbb9,2026-03-12T04:03:55.752958,39.43,pharmacy,Berlin/Germany,0.06,0,LOW,95.46,AutoML
121,a62d5a20-2216-4755-8958-daab920eea55,2026-03-12T04:03:57.852313,237.55,online,Toronto/Canada,0.07,0,LOW,79.2,AutoML
122,48ea94a8-efce-4605-a42d-97be1716aac2,2026-03-12T04:03:59.935254,38.75,electronics,London/UK,0.04,0,LOW,92.08,AutoML
123,373ac87e-264a-470b-a647-c9646ca3ccbd,2026-03-12T04:04:02.031145,231.2,online,Sydney/Australia,0.08,0,LOW,113.68,AutoML
124,108b53f3-e6a4-446e-ae1f-77f93aac59c4,2026-03-12T04:04:04.148674,131.67,grocery,Berlin/Germany,0.04,0,LOW,98.16,AutoML
125,dddf4e59-35b1-4b32-852c-121fe1c26634,2026-03-12T04:04:06.250726,224.39,online,New York/USA,0.1,0,LOW,103.22,AutoML
126,3606c00e-7616-41f4-b1d3-d7b899cb4ea0,2026-03-12T04:04:08.358458,221.38,restaurant,Toronto/Canada,0.11,0,LOW,91.79,AutoML
127,4f290dc4-a623-49c9-983d-71ffd96a293c,2026-03-12T04:04:10.452394,246.45,online,Berlin/Germany,0.07,0,LOW,103.86,AutoML
128,ea7ffc8f-5347-4e43-8c83-f222965acef8,2026-03-12T04:04:12.560192,77.78,gas,New York/USA,0.02,0,LOW,100.35,AutoML
129,03c96a8a-3748-423e-a191-7b672fb1731d,2026-03-12T04:04:14.664601,80.61,online,Toronto/Canada,0.02,0,LOW,90.2,AutoML
130,35ab5efc-6a74-43c1-bf21-6fe1c1428a94,2026-03-12T04:04:16.758712,272.35,electronics,Sydney/Australia,0.12,0,LOW,94.36,AutoML
131,b92d60e7-6170-4a67-baf5-00b87c96eea1,2026-03-12T04:04:18.856862,65.99,restaurant,Toronto/Canada,0.04,0,LOW,101.89,AutoML
132,a378d9b2-f184-4de8-9403-7dbfbfcf1b53,2026-03-12T04:04:20.961002,166.42,gas,Sydney/Australia,0.08,0,LOW,104.41,AutoML
133,76e7c8c6-c55f-4879-859b-260db4e3b713,2026-03-12T04:04:23.069356,256.59,luxury,Sydney/Australia,0.09,0,LOW,109.92,AutoML
134,d9c2348e-d84f-44a3-89c9-c21bea412e23,2026-03-12T04:04:25.183003,7.39,electronics,Sydney/Australia,0.06,0,LOW,112.96,AutoML
135,211f5a5b-2dbd-4a6f-be68-4caa541ef350,2026-03-12T04:04:27.299902,78.81,grocery,London/UK,0.04,0,LOW,93.53,AutoML
136,70e2a54a-22d7-49e3-a4b7-57e37fdd9e48,2026-03-12T04:04:29.397705,150.34,electronics,New York/USA,0.06,0,LOW,95.49,AutoML
